user_id,username,full_name,department,role,location,hostname,device_id,status,hire_date,termination_date,manager_username,user_id_clean,username_clean,full_name_clean,manager_username_clean,department_clean,role_clean,location_clean,hostname_clean,device_id_clean,hire_date_clean,termination_date_clean,status_clean,is_terminated,total_iam_events,failed_logins,mfa_failures,avg_iam_risk,max_iam_risk,tampered_iam_ips,total_alerts,critical_alerts,high_alerts,active_alerts,temporal_anomalies,high_threat_alerts,max_severity_score,total_fw_events,denied_fw_events,tampered_fw_ips,threat_flagged_fw,total_bytes_transferred,identity_risk_score,access_risk_score,endpoint_risk_score,network_risk_score,composite_threat_score,threat_tier,is_terminated_active_breach,is_brute_force_suspect,is_tampering_suspect,is_ml_anomaly,anomaly_score,behavior_cluster
EMP12609,gagan.sankar65,Gagan Sankar,Compliance,Analyst,,LPT-12609.corp.local,,ACTIVE,2025-12-11T07:19:39,not available,manager708,EMP12609,gagan.sankar65,Gagan Sankar,manager708,Compliance,Analyst,Head Office,LPT-12609,,2025-12-11 07:19:39,,ACTIVE,False,10,1,0,49.4,97.0,3,3,1,0,2,0,1,100.0,9,0,9,0,303417360.0,0.0,77.0,80.0,40.0,47.2,MEDIUM,False,False,True,False,0.373,High IAM / Failed Login Surge
EMP12638,rachana.tank4,Rachana Tank,R&D,Engineer,,VDR-12638,DEV70797,A,08/04/2023 21:33,not available,unknown,EMP12638,rachana.tank4,Rachana Tank,unknown,R&D,Engineer,Head Office,VDR-12638,DEV-70797,2023-04-08 21:33:00,,ACTIVE,False,5,1,0,63.8,100.0,2,2,0,0,2,0,2,50.0,12,6,9,0,436209785.0,0.0,71.0,70.0,60.0,47.2,MEDIUM,False,False,True,False,0.392,Baseline Normal Activity
EMP-10899,raagini.anne95,Raagini Anne,procurement team,Specialist,regional office,VDR-10899,dev 48112,Enabled,26-May-2023 18:19:43,not available,  manager705  ,EMP10899,raagini.anne95,Raagini Anne,manager705,Procurement Team,Specialist,Regional Office,VDR-10899,DEV-48112,2023-05-26 18:19:43,,ACTIVE,False,4,0,0,40.25,56.0,1,5,0,3,2,0,4,75.0,11,3,10,1,312675925.0,0.0,35.5,100.0,65.91,47.1,MEDIUM,False,False,True,False,0.351,High IAM / Failed Login Surge
EMP10733,vivaan.choudhry44,Vivaan Choudhry,information tech,Director,Head_Office,LPT-10733,DEV-95701,Live,2023-11-25 02:34:16,,unknown,EMP10733,vivaan.choudhry44,Vivaan Choudhry,unknown,Engineering,Director,Head Office,LPT-10733,DEV-95701,2023-11-25 02:34:16,,ACTIVE,False,8,0,0,45.25,100.0,5,2,0,0,2,0,1,25.0,9,0,8,2,160010859.0,0.0,87.5,45.0,70.0,47.1,MEDIUM,False,False,True,False,0.379,Baseline Normal Activity
EMP10515,,Anamika Bir,People Team,Officer,REMOTE,WS-10515,dev39215,Active,01-01-2023 09:58:56 AM,,,EMP10515,unknown,Anamika Bir,none,People Team,Officer,Remote / WFH,WS-10515,DEV-39215,2023-01-01 09:58:56,,ACTIVE,False,5,1,0,57.2,84.0,3,3,0,0,2,0,2,50.0,8,1,7,1,160376402.0,0.0,70.5,70.0,60.0,47.1,MEDIUM,False,False,True,False,0.314,Baseline Normal Activity
emp_10705,bimala.raval96,Bimala Raval,marketing dept,Specialist,REMOTE,LPT-10705.corp.local,DEV-92483,Working,,,manager772,EMP10705,bimala.raval96,Bimala Raval,manager772,Marketing,Specialist,Remote / WFH,LPT-10705,DEV-92483,,,ACTIVE,False,8,0,0,60.0,100.0,3,3,1,0,2,0,1,100.0,8,1,6,0,191498824.0,0.0,72.5,80.0,45.0,47.1,MEDIUM,False,False,True,False,0.371,High IAM / Failed Login Surge
11806,shivansh.goyal35,Shivansh Goyal,Fin,Officer,HEAD OFFICE,WS-11806,,Live,02-24-2026 10:20:02 PM,,  manager646  ,EMP11806,shivansh.goyal35,Shivansh Goyal,manager646,Finance,Officer,Head Office,WS-11806,,2026-02-24 22:20:02,,ACTIVE,False,4,3,0,34.75,75.0,0,3,1,0,2,0,1,100.0,11,3,9,1,219661241.0,0.0,55.5,80.0,65.91,47.1,MEDIUM,False,False,True,False,0.381,High IAM / Failed Login Surge
EMP10247,aadhya.shan11,Aadhya Shan,Support,Trainee,WAREHOUSE,VDR-10247.corp.local,DEV-57419,ACTIVE,2024-10-18T19:28:08,not available,manager948,EMP10247,aadhya.shan11,Aadhya Shan,manager948,Support,Trainee,Warehouse,VDR-10247,DEV-57419,2024-10-18 19:28:08,,ACTIVE,False,3,1,0,37.333333333333336,62.0,1,3,0,1,2,0,3,75.0,9,0,7,1,204230606.0,0.0,44.5,100.0,55.0,47.1,MEDIUM,False,False,True,False,0.343,High IAM / Failed Login Surge
EMP10336,umang.radhakrishnan12,Umang Radhakrishnan,HR,Analyst,Branch_Office,WS-10336,,A,03/12/2021 18:00,,manager555,EMP10336,umang.radhakrishnan12,Umang Radhakrishnan,manager555,Human Resources,Analyst,Branch Office,WS-10336,,2021-12-03 18:00:00,,ACTIVE,False,5,0,0,41.4,72.0,2,4,0,2,3,0,3,75.0,6,1,5,0,260777062.0,0.0,51.0,100.0,46.67,47.1,MEDIUM,False,False,True,False,0.326,High IAM / Failed Login Surge
EMP 12665,urvi.dua16,Urvi Dua,legal,Engineer,REMOTE,vdr-12665,,Live,27/07/2026 18:37,,manager539,EMP12665,urvi.dua16,Urvi Dua,manager539,Legal,Engineer,Remote / WFH,VDR-12665,,2026-07-27 18:37:00,,ACTIVE,False,6,1,0,53.666666666666664,97.0,4,1,0,0,1,0,1,25.0,10,4,7,2,311776518.0,0.0,84.5,35.0,86.0,47.1,MEDIUM,False,False,True,False,0.369,Baseline Normal Activity
10897,tanvi.singh95,Tanvi Singh,R&D,Trainee,,,DEV-68918,Enabled,2021-09-17T12:52:50,not available,manager949,EMP10897,tanvi.singh95,Tanvi Singh,manager949,R&D,Trainee,Head Office,,DEV-68918,2021-09-17 12:52:50,,ACTIVE,False,5,2,1,46.2,87.0,3,3,0,1,2,1,2,75.0,0,0,0,0,0.0,0.0,88.0,100.0,0.0,47.0,MEDIUM,False,False,True,False,0.48,Zero-Trust Deprovisioning Breaches
emp10505,agastya.pai92,Agastya Pai,Legal,Administrator,,WS-10505,,A,2022/10/27,,,EMP10505,agastya.pai92,Agastya Pai,none,Legal,Administrator,Head Office,WS-10505,,2022-10-27 00:00:00,,ACTIVE,False,4,0,0,44.25,78.0,2,3,1,0,1,0,1,100.0,8,2,5,2,118093676.0,0.0,54.0,70.0,80.0,47.0,MEDIUM,False,False,True,False,0.376,High IAM / Failed Login Surge
EMP10423,bahadurjit.dyal80,Bahadurjit Dyal,Legal,Specialist,HEAD OFFICE,LPT-10423,DEV-77045,On Leave,03-08-2023 04:35:37 PM,,  manager708  ,EMP10423,bahadurjit.dyal80,Bahadurjit Dyal,manager708,Legal,Specialist,Head Office,LPT-10423,DEV-77045,2023-08-03 16:35:37,,INACTIVE_LEAVE,False,7,2,0,71.42857142857143,100.0,3,1,0,0,0,0,0,50.0,11,4,8,0,314107861.0,50.0,84.5,0.0,54.55,47.0,MEDIUM,False,False,True,False,0.447,Baseline Normal Activity
EMP10274,liam.brar8,Liam Brar,CS,Analyst,work from home,LPT-10274,DEV97584,Live,,not available,manager962,EMP10274,liam.brar8,Liam Brar,manager962,Cs,Analyst,Remote / WFH,LPT-10274,DEV-97584,,,ACTIVE,False,7,3,0,46.57142857142857,98.0,0,2,0,0,2,0,2,50.0,9,2,6,1,278526735.0,0.0,67.0,70.0,63.89,47.0,MEDIUM,False,False,True,False,0.334,Baseline Normal Activity
EMP10713,azaan.luthra2,Azaan Luthra,Mktg,Trainee,data center,VDR-10713,DEV51377,On Leave,10-22-2025 02:56:53 PM,,unknown,EMP10713,azaan.luthra2,Azaan Luthra,unknown,Marketing,Trainee,Data Center,VDR-10713,DEV-51377,2025-10-22 14:56:53,,INACTIVE_LEAVE,False,6,2,0,51.5,91.0,4,1,0,0,1,0,0,25.0,5,1,3,0,167833366.0,50.0,87.5,10.0,38.0,47.0,MEDIUM,False,False,True,False,0.428,Baseline Normal Activity
EMP12445,madhavi.pandya32,Madhavi Pandya,Human Resources,Specialist,Branch_Office,WS-12445,DEV89521,ACTIVE,06-27-2023 01:17:27 AM,not available,manager615,EMP12445,madhavi.pandya32,Madhavi Pandya,manager615,Human Resources,Specialist,Branch Office,WS-12445,DEV-89521,2023-06-27 01:17:27,,ACTIVE,False,2,1,0,37.5,75.0,1,3,0,2,2,0,2,75.0,14,2,12,0,553915688.0,0.0,51.0,100.0,45.71,46.9,MEDIUM,False,False,True,False,0.327,High IAM / Failed Login Surge
EMP12546,  reva.nayak73  ,Reva Nayak,IT,Analyst,work from home,WS-12546,dev 38336,Active,2020-10-04 23:45:27,,manager897,EMP12546,reva.nayak73,Reva Nayak,manager897,Engineering,Analyst,Remote / WFH,WS-12546,DEV-38336,2020-10-04 23:45:27,,ACTIVE,False,61,11,2,51.68852459016394,100.0,29,3,0,0,1,0,1,50.0,11,3,8,1,449426898.0,0.0,100.0,35.0,65.91,46.9,MEDIUM,False,True,True,True,0.508,Active EDR / Malware Threats
EMP 12287,vritti.rajagopalan54,Vritti Rajagopalan,operations dept,Analyst,DATA CENTER,WS-12287,,ACTIVE,2025-10-20 11:10:16,,,EMP12287,vritti.rajagopalan54,Vritti Rajagopalan,none,Operations,Analyst,Data Center,WS-12287,,2025-10-20 11:10:16,,ACTIVE,False,5,1,0,68.6,100.0,0,3,0,2,3,0,1,75.0,7,1,6,0,293445914.0,0.0,56.0,95.0,45.71,46.9,MEDIUM,False,False,True,False,0.324,High IAM / Failed Login Surge
EMP12838,samesh.parmer83,Samesh Parmer,hr dept,Specialist,branch office,LPT_12838,DEV13346,Enabled,05/09/2023 16:32,not available,  manager322  ,EMP12838,samesh.parmer83,Samesh Parmer,manager322,Human Resources,Specialist,Branch Office,LPT-12838,DEV-13346,2023-09-05 16:32:00,,ACTIVE,False,3,2,0,58.0,98.0,1,2,0,1,1,0,2,75.0,9,2,7,0,258081369.0,0.0,68.5,80.0,48.89,46.9,MEDIUM,False,False,True,False,0.317,High IAM / Failed Login Surge
emp12889,ekaja.d’alia3,Ekaja D’Alia,RnD,Engineer,work from home,,,ACTIVE,1603705667,not available,manager550,EMP12889,ekaja.d’alia3,Ekaja D’Alia,manager550,R&D,Engineer,Remote / WFH,,,2020-10-26 09:47:47,,ACTIVE,False,6,3,1,38.666666666666664,85.0,3,4,0,2,3,0,1,75.0,0,0,0,0,0.0,0.0,92.5,95.0,0.0,46.9,MEDIUM,False,False,False,False,0.455,High IAM / Failed Login Surge
EMP11915,jasmit.panchal36,Jasmit Panchal,IT,Director,REGIONAL OFFICE,WS-11915,dev 56779,Live,2024/09/24,not available,manager127,EMP11915,jasmit.panchal36,Jasmit Panchal,manager127,Engineering,Director,Regional Office,WS-11915,DEV-56779,2024-09-24 00:00:00,,ACTIVE,False,7,3,1,48.857142857142854,100.0,2,2,0,0,1,0,2,50.0,12,1,9,0,452101807.0,0.0,93.0,60.0,43.33,46.9,MEDIUM,False,False,True,False,0.365,Baseline Normal Activity
EMP12263,vamakshi.raval28,Vamakshi Raval,FINANCE,Consultant,Work_From_Home,LPT-12263,dev 19552,Live,25/03/2023,not available,manager233,EMP12263,vamakshi.raval28,Vamakshi Raval,manager233,Finance,Consultant,Remote / WFH,LPT-12263,DEV-19552,2023-03-25 00:00:00,,ACTIVE,False,3,0,0,64.66666666666667,97.0,0,4,0,2,2,0,2,75.0,9,2,6,0,286181917.0,0.0,48.5,100.0,48.89,46.9,MEDIUM,False,False,True,False,0.326,High IAM / Failed Login Surge
EMP10111,  jai.memon6  ,Jai Memon,OPERATIONS,Analyst,remote,WS-10111,dev 59131,Active,2022-01-28T16:40:49,not available,manager679,EMP10111,jai.memon6,Jai Memon,manager679,Operations,Analyst,Remote / WFH,WS-10111,DEV-59131,2022-01-28 16:40:49,,ACTIVE,False,3,0,0,68.33333333333333,100.0,2,2,0,1,2,0,1,75.0,7,3,5,1,140912226.0,0.0,65.0,65.0,72.14,46.9,MEDIUM,False,False,True,False,0.328,Baseline Normal Activity
EMP11094,  bimala.narasimhan13  ,Bimala Narasimhan,Ops Team,Manager,Regional_Office,vdr-11094,DEV-34233,Working,17/12/2025 03:06,not available,manager669,EMP11094,bimala.narasimhan13,Bimala Narasimhan,manager669,Operations,Manager,Regional Office,VDR-11094,DEV-34233,2025-12-17 03:06:00,,ACTIVE,False,2,1,1,57.0,68.0,0,3,1,0,3,0,2,100.0,6,1,5,0,149514005.0,0.0,50.0,100.0,46.67,46.8,MEDIUM,False,False,True,False,0.399,High IAM / Failed Login Surge
emp11072,yashoda.kannan15,Yashoda Kannan,Research and Development,Officer,Branch Office,lpt-11072,dev37740,Enabled,11-Aug-2025 18:09:36,,manager208,EMP11072,yashoda.kannan15,Yashoda Kannan,manager208,R&D,Officer,Branch Office,LPT-11072,DEV-37740,2025-08-11 18:09:36,,ACTIVE,False,3,1,0,46.666666666666664,64.0,2,2,0,1,2,0,2,75.0,5,0,5,1,134610084.0,0.0,53.0,90.0,55.0,46.8,MEDIUM,False,False,True,False,0.332,High IAM / Failed Login Surge
11670,  vritti.badal80  ,Vritti Badal,information tech,Specialist,,,DEV-59895,Working,,,manager136,EMP11670,vritti.badal80,Vritti Badal,manager136,Engineering,Specialist,Head Office,,DEV-59895,,,ACTIVE,False,5,2,1,35.4,100.0,2,3,0,1,3,0,2,75.0,0,0,0,0,0.0,0.0,87.0,100.0,0.0,46.8,MEDIUM,False,False,False,False,0.434,High IAM / Failed Login Surge
EMP12811,forum_kala10,Forum Kala,procurement team,Specialist,REMOTE,VDR-12811,DEV41965,Active,,not available,,EMP12811,forum_kala10,Forum Kala,none,Procurement Team,Specialist,Remote / WFH,VDR-12811,DEV-41965,,,ACTIVE,False,5,2,1,37.0,100.0,2,1,0,0,1,0,1,50.0,14,4,10,2,510695996.0,0.0,87.0,35.0,81.43,46.8,MEDIUM,False,False,True,False,0.387,Baseline Normal Activity
11359,gaurika.patla96,Gaurika Patla,Human Resources,Executive,Work From Home,LPT-11359,dev 66547,Enabled,02/06/2021 15:37,,,EMP11359,gaurika.patla96,Gaurika Patla,none,Human Resources,Executive,Remote / WFH,LPT-11359,DEV-66547,2021-06-02 15:37:00,,ACTIVE,False,71,14,4,50.74647887323944,100.0,36,3,0,0,3,0,1,50.0,6,0,5,0,180282639.0,0.0,100.0,55.0,40.0,46.8,MEDIUM,False,True,True,True,0.561,Active EDR / Malware Threats
EMP10293,,Hamsini Nair,Call Center,Engineer,Warehouse,VDR-10293,DEV32227,Working,06-10-2021 02:57:59 PM,,manager408,EMP10293,unknown,Hamsini Nair,manager408,Call Center,Engineer,Warehouse,VDR-10293,DEV-32227,2021-10-06 14:57:59,,ACTIVE,False,5,3,1,55.8,100.0,1,2,0,1,2,0,1,75.0,7,1,6,0,353144678.0,0.0,85.5,65.0,45.71,46.8,MEDIUM,False,False,True,False,0.367,Baseline Normal Activity
12700,ZILMIL.SUR74,Zilmil Sur,FINANCE,Specialist,,LPT-12700.corp.local,dev89362,ACTIVE,21/07/2023 03:27,,manager951,EMP12700,zilmil.sur74,Zilmil Sur,manager951,Finance,Specialist,Head Office,LPT-12700,DEV-89362,2023-07-21 03:27:00,,ACTIVE,False,6,3,1,57.5,100.0,4,2,0,1,1,0,1,75.0,6,0,5,0,247996836.0,0.0,100.0,55.0,40.0,46.8,MEDIUM,False,False,True,False,0.392,Baseline Normal Activity
EMP10250,vritti_bhalla72,Vritti Bhalla,Research and Development,Administrator,Regional Office,LPT-10250,,A,10-Jan-2020 08:50:59,,manager692,EMP10250,vritti_bhalla72,Vritti Bhalla,manager692,R&D,Administrator,Regional Office,LPT-10250,,2020-01-10 08:50:59,,ACTIVE,False,3,0,0,36.0,95.0,1,5,1,1,5,0,3,100.0,7,0,5,0,186356219.0,0.0,55.0,100.0,40.0,46.8,MEDIUM,False,False,True,False,0.376,High IAM / Failed Login Surge
EMP 10576,NICHOLAS.GOLA29,Nicholas Gola,MKT,Manager,Data_Center,vdr-10576,dev 41399,Active,03-20-2025 04:42:54 AM,not available,unknown,EMP10576,nicholas.gola29,Nicholas Gola,unknown,Marketing,Manager,Data Center,VDR-10576,DEV-41399,2025-03-20 04:42:54,,ACTIVE,False,5,2,0,47.6,81.0,3,3,0,0,3,0,2,50.0,10,0,5,0,228484220.0,0.0,75.0,80.0,40.0,46.8,MEDIUM,False,False,True,False,0.338,High IAM / Failed Login Surge
EMP12563,anthony.mallick51,Anthony Mallick,Supply Chain,Executive,Work From Home,LPT-12563,dev 52734,On Leave,,not available,manager622,EMP12563,anthony.mallick51,Anthony Mallick,manager622,Supply Chain,Executive,Remote / WFH,LPT-12563,DEV-52734,,,INACTIVE_LEAVE,False,3,0,0,42.333333333333336,95.0,1,1,0,0,1,0,1,50.0,12,2,11,0,336659455.0,50.0,55.0,35.0,46.67,46.8,MEDIUM,False,False,True,False,0.389,Baseline Normal Activity
EMP-11667,inaya.nagy54,Inaya Nagy,Accounts,Consultant,,WS-11667,DEV-35168,A,04-Jun-2024 22:11:35,,,EMP11667,inaya.nagy54,Inaya Nagy,none,Finance,Consultant,Head Office,WS-11667,DEV-35168,2024-06-04 22:11:35,,ACTIVE,False,5,0,0,77.2,92.0,3,2,0,0,2,0,2,50.0,7,1,4,1,219361728.0,0.0,68.5,70.0,60.71,46.8,MEDIUM,False,False,True,False,0.324,Baseline Normal Activity
EMP10930,,Janani Dasgupta,Legal,Executive,Branch Office,vdr-10930,,Working,2023-11-23T01:32:25,,,EMP10930,unknown,Janani Dasgupta,none,Legal,Executive,Branch Office,VDR-10930,,2023-11-23 01:32:25,,ACTIVE,False,10,5,0,44.9,89.0,3,1,0,0,0,1,0,25.0,14,3,13,4,528840238.0,0.0,94.5,30.0,78.57,46.8,MEDIUM,False,True,True,False,0.496,Zero-Trust Deprovisioning Breaches
EMP11880,yashvi.din95,Yashvi Din,MKT,Director,Head Office,LPT-11880,DEV47375,Enabled,01-20-2026 11:40:41 AM,not available,  manager240  ,EMP11880,yashvi.din95,Yashvi Din,manager240,Marketing,Director,Head Office,LPT-11880,DEV-47375,2026-01-20 11:40:41,,ACTIVE,False,8,3,0,35.25,100.0,4,3,0,0,2,0,1,50.0,11,0,9,1,377714150.0,0.0,98.0,45.0,55.0,46.8,MEDIUM,False,False,True,False,0.375,Baseline Normal Activity
12544,jason.memon54,Jason Memon,FINANCE,Manager,WAREHOUSE,WS-12544.corp.local,dev35767,A,08-16-2024 05:18:42 AM,not available,  manager110  ,EMP12544,jason.memon54,Jason Memon,manager110,Finance,Manager,Warehouse,WS-12544,DEV-35767,2024-08-16 05:18:42,,ACTIVE,False,4,0,0,52.5,93.0,2,2,0,0,2,1,1,50.0,10,2,8,1,380017060.0,0.0,61.5,75.0,63.0,46.7,MEDIUM,False,False,True,False,0.387,Zero-Trust Deprovisioning Breaches
EMP-12719,hamsini.dhar94,Hamsini Dhar,Marketing,Manager,Regional Office,LPT-12719,DEV10421,Active,06/12/2021 16:31,,manager445,EMP12719,hamsini.dhar94,Hamsini Dhar,manager445,Marketing,Manager,Regional Office,LPT-12719,DEV-10421,2021-12-06 16:31:00,,ACTIVE,False,7,1,1,57.42857142857143,100.0,4,2,0,0,1,0,1,50.0,11,4,10,1,603306920.0,0.0,96.0,35.0,69.55,46.7,MEDIUM,False,False,True,False,0.385,Baseline Normal Activity
12448,aarna.magar22,Aarna Magar,procurement team,Consultant,,LPT-12448,,ACTIVE,26/09/2021,,manager619,EMP12448,aarna.magar22,Aarna Magar,manager619,Procurement Team,Consultant,Head Office,LPT-12448,,2021-09-26 00:00:00,,ACTIVE,False,2,0,0,61.5,75.0,2,4,0,1,2,0,2,75.0,8,3,8,0,247503219.0,0.0,52.5,90.0,55.0,46.6,MEDIUM,False,False,True,False,0.327,High IAM / Failed Login Surge
EMP11336,darpan.batra94,Darpan Batra,IT Dept,Manager,warehouse,WS-11336,DEV98862,Enabled,19/07/2024,,manager686,EMP11336,darpan.batra94,Darpan Batra,manager686,Engineering,Manager,Warehouse,WS-11336,DEV-98862,2024-07-19 00:00:00,,ACTIVE,False,3,1,0,13.333333333333334,21.0,1,6,0,1,5,1,3,75.0,10,2,6,2,452705818.0,0.0,24.0,100.0,78.0,46.6,MEDIUM,False,False,True,False,0.412,Zero-Trust Deprovisioning Breaches
EMP10636,udyati.dubey36,Udyati Dubey,Finance,Engineer,head office,lpt-10636,dev34215,Active,2025-03-16T08:39:19,not available,manager720,EMP10636,udyati.dubey36,Udyati Dubey,manager720,Finance,Engineer,Head Office,LPT-10636,DEV-34215,2025-03-16 08:39:19,,ACTIVE,False,3,1,0,34.666666666666664,79.0,0,3,0,2,2,0,1,75.0,7,0,4,2,199594076.0,0.0,45.5,85.0,70.0,46.6,MEDIUM,False,False,True,False,0.358,High IAM / Failed Login Surge
EMP12452,hritik.raman63,Hritik Raman,IT,Officer,head office,VDR-12452,DEV-88025,Live,2025-11-01 07:59:27,,manager361,EMP12452,hritik.raman63,Hritik Raman,manager361,Engineering,Officer,Head Office,VDR-12452,DEV-88025,2025-11-01 07:59:27,,ACTIVE,False,3,1,0,37.333333333333336,66.0,1,3,1,0,2,1,2,100.0,4,2,3,0,143422673.0,0.0,46.5,100.0,50.0,46.6,MEDIUM,False,False,True,False,0.397,Zero-Trust Deprovisioning Breaches
emp_10563,unnati.rau74,Unnati Rau,Legal Dept,Manager,Head Office,LPT-10563,dev55039,A,11-Sep-2022 12:09:15,,manager827,EMP10563,unnati.rau74,Unnati Rau,manager827,Legal,Manager,Head Office,LPT-10563,DEV-55039,2022-09-11 12:09:15,,ACTIVE,False,6,1,0,39.333333333333336,87.0,2,2,0,1,2,0,2,75.0,7,0,6,0,288007541.0,0.0,64.5,90.0,40.0,46.6,MEDIUM,False,False,True,False,0.331,High IAM / Failed Login Surge
EMP10949,,Rachita Gala,CS,Executive,,VDR_10949,DEV-63313,Enabled,,not available,manager901,EMP10949,unknown,Rachita Gala,manager901,Cs,Executive,Head Office,VDR-10949,DEV-63313,,,ACTIVE,False,6,4,1,43.5,73.0,0,4,0,1,4,1,2,75.0,4,0,2,0,114333140.0,0.0,70.5,100.0,20.0,46.6,MEDIUM,False,True,True,False,0.486,Zero-Trust Deprovisioning Breaches
EMP10174,ridhi.iyer25,Ridhi Iyer,Ops,Specialist,data center,WS-10174,,A,2024/04/11,not available,  manager265  ,EMP10174,ridhi.iyer25,Ridhi Iyer,manager265,Operations,Specialist,Data Center,WS-10174,,2024-04-11 00:00:00,,ACTIVE,False,6,1,0,63.5,100.0,2,3,0,0,3,0,2,50.0,10,1,8,0,188943969.0,0.0,71.0,80.0,44.0,46.6,MEDIUM,False,False,True,False,0.316,High IAM / Failed Login Surge
EMP11018,  edhitha.saini50  ,Edhitha Saini,finance dept,Specialist,HEAD OFFICE,WS-11018,DEV-15723,A,1620231408,not available,manager743,EMP11018,edhitha.saini50,Edhitha Saini,manager743,Finance,Specialist,Head Office,WS-11018,DEV-15723,2021-05-05 16:16:48,,ACTIVE,False,3,0,0,82.66666666666667,97.0,2,3,0,1,3,0,1,75.0,6,3,6,0,230236949.0,0.0,63.5,75.0,60.0,46.6,MEDIUM,False,False,True,False,0.319,High IAM / Failed Login Surge
emp10090,yashasvi.chacko19,Yashasvi Chacko,hr dept,Analyst,Branch_Office,ws-10090,,Live,2024/11/03,,,EMP10090,yashasvi.chacko19,Yashasvi Chacko,none,Human Resources,Analyst,Branch Office,WS-10090,,2024-11-03 00:00:00,,ACTIVE,False,4,0,0,50.5,79.0,2,4,0,0,3,0,3,50.0,6,0,4,0,243257667.0,0.0,54.5,100.0,40.0,46.6,MEDIUM,False,False,True,False,0.347,High IAM / Failed Login Surge
EMP10931,sanaya.chaudhary66,Sanaya Chaudhary,customer care,Manager,Regional_Office,LPT-10931,,ACTIVE,1778222877,,manager672,EMP10931,sanaya.chaudhary66,Sanaya Chaudhary,manager672,Customer Care,Manager,Regional Office,LPT-10931,,2026-05-08 06:47:57,,ACTIVE,False,7,2,1,69.71428571428571,100.0,4,1,0,0,1,0,1,25.0,13,3,13,1,454085322.0,0.0,100.0,35.0,64.23,46.6,MEDIUM,False,False,True,False,0.371,Baseline Normal Activity
EMP11498,LAKSHMI.BISWAS36,Lakshmi Biswas,PURCH,Analyst,Work From Home,LPT-11498,dev29401,ACTIVE,,,  manager479  ,EMP11498,lakshmi.biswas36,Lakshmi Biswas,manager479,Purch,Analyst,Remote / WFH,LPT-11498,DEV-29401,,,ACTIVE,False,5,1,0,19.8,36.0,2,4,0,1,4,1,3,75.0,9,1,8,1,274188763.0,0.0,39.0,100.0,59.44,46.6,MEDIUM,False,False,True,False,0.381,Zero-Trust Deprovisioning Breaches
EMP-12679,eiravati.venkatesh64,Eiravati Venkatesh,Legal,Engineer,Head_Office,WS-12679,dev 70265,Enabled,28/02/2023 19:36,,  manager167  ,EMP12679,eiravati.venkatesh64,Eiravati Venkatesh,manager167,Legal,Engineer,Head Office,WS-12679,DEV-70265,2023-02-28 19:36:00,,ACTIVE,False,4,2,0,47.5,75.0,1,3,0,0,1,1,3,50.0,6,1,3,0,195442714.0,0.0,57.0,100.0,36.67,46.6,MEDIUM,False,False,True,False,0.386,Zero-Trust Deprovisioning Breaches
12621,vedant_panchal60,Vedant Panchal,Support,Analyst,Head_Office,LPT_12621,DEV-95371,Enabled,1656531399,,manager886,EMP12621,vedant_panchal60,Vedant Panchal,manager886,Support,Analyst,Head Office,LPT-12621,DEV-95371,2022-06-29 19:36:39,,ACTIVE,False,8,0,0,71.375,100.0,4,2,1,1,1,0,1,100.0,4,0,2,0,142072095.0,0.0,80.0,90.0,20.0,46.5,MEDIUM,False,False,True,False,0.428,High IAM / Failed Login Surge
11331,harshil_seshadri19,Harshil Seshadri,IT Dept,Engineer,REGIONAL OFFICE,WS-11331,DEV-95184,Live,20/12/2020 22:15,not available,manager956,EMP11331,harshil_seshadri19,Harshil Seshadri,manager956,Engineering,Engineer,Regional Office,WS-11331,DEV-95184,2020-12-20 22:15:00,,ACTIVE,False,1,0,0,100.0,100.0,1,3,0,1,2,0,2,75.0,10,2,8,0,145579140.0,0.0,57.5,90.0,48.0,46.5,MEDIUM,False,False,True,False,0.319,High IAM / Failed Login Surge
EMP-12375,benjamin.sama73,Benjamin Sama,legal,Administrator,,LPT-12375,DEV29448,A,25/11/2021 05:20,not available,manager942,EMP12375,benjamin.sama73,Benjamin Sama,manager942,Legal,Administrator,Head Office,LPT-12375,DEV-29448,2021-11-25 05:20:00,,ACTIVE,False,2,0,0,64.5,100.0,0,3,0,1,3,0,3,75.0,4,0,3,1,127496851.0,0.0,50.0,100.0,45.0,46.5,MEDIUM,False,False,True,False,0.35,High IAM / Failed Login Surge
EMP-12787,sachi.sane26,Sachi Sane,CS,Trainee,Branch Office,LPT-12787,DEV70243,Active,2022-07-15 16:37:19,,manager929,EMP12787,sachi.sane26,Sachi Sane,manager929,Cs,Trainee,Branch Office,LPT-12787,DEV-70243,2022-07-15 16:37:19,,ACTIVE,False,5,2,0,33.6,80.0,3,3,0,0,2,0,2,50.0,10,3,6,0,407309322.0,0.0,74.5,70.0,52.0,46.5,MEDIUM,False,False,True,False,0.322,Baseline Normal Activity
EMP11479,patrick.dewan49,Patrick Dewan,Support,Executive,,,DEV-26186,ACTIVE,09/11/2021 06:01,,manager213,EMP11479,patrick.dewan49,Patrick Dewan,manager213,Support,Executive,Head Office,,DEV-26186,2021-11-09 06:01:00,,ACTIVE,False,4,2,1,57.0,98.0,2,3,2,1,2,0,2,100.0,0,0,0,0,0.0,0.0,86.0,100.0,0.0,46.5,MEDIUM,False,False,False,True,0.526,High IAM / Failed Login Surge
