user_id,username,full_name,department,role,location,hostname,device_id,status,hire_date,termination_date,manager_username
10209,anirudh.kaul39,Anirudh Kaul,Research and Development,Engineer,work from home,VDR-10209,DEV-63227,ACTIVE,14/08/2020 17:15,NA,manager261
EMP11584,INDALI.WALLA86,Indali Walla,Compliance,Analyst,Warehouse,LPT-11584,dev 87377,Deactivated,2025-06-19T17:31:41,not available,manager220
EMP12289,ryan.warrior13,Ryan Warrior,Purchase,Officer,Branch_Office,LPT-12289,dev19311,A,2025-07-17T22:50:37,,manager712
11195,christopher.toor37,Christopher Toor,legal,Director,work from home,VDR-11195,DEV99205,Enabled,02-13-2023 09:32:23 AM,,manager739
EMP12272,ekta.lal33,Ekta Lal,RnD,Trainee,Head_Office,VDR-12272,dev 88097,A,2023/10/14,,manager920
EMP 10885,tara.dash81,Tara Dash,LEGAL,Manager,HEAD OFFICE,VDR-10885,dev 54793,OOO,02-Oct-2025 15:01:28,NA,manager802
EMP11739,edhitha.bala97,Edhitha Bala,customer care,Executive,Head Office,ws-11739,dev 76368,Left,,16/01/2026,manager951
EMP10917,  abha.chaudhary85  ,Abha Chaudhary,FINANCE,Specialist,Head_Office,vdr-10917,dev96554,Resigned,2022/07/07,04-13-2026 07:11:21 PM,manager666
EMP11775,harita.padmanabhan74,Harita Padmanabhan,Fin,Trainee,REMOTE,LPT-11775,DEV-74182,Leave,13-Jul-2024 03:54:26,,manager746
EMP11769,  jeremiah.sastry53  ,Jeremiah Sastry,Information Technology,Director,Head_Office,WS-11769,,Enabled,,,manager482
EMP10191,banjeet.baral14,Banjeet Baral,HR,Consultant,,WS-10191,dev 50173,Live,07/02/2026,NA,manager806
EMP11860,gautami.johal58,Gautami Johal,sales team,Director,,WS-11860,dev 16260,On Leave,2022-04-30 03:40:56,not available,manager659
EMP12103,,Turvi Chada,Information Technology,Engineer,Head_Office,LPT-12103,DEV12209,ACTIVE,13-Jun-2023 23:15:15,,unknown
11265,gayathri.mangal51,Gayathri Mangal,legal,Manager,BRANCH OFFICE,vdr-11265,DEV-45162,ACTIVE,1623747078,NA,
EMP-10483,theodore.oommen1,Theodore Oommen,Ops,Trainee,,LPT-10483,dev15235,Enabled,29/09/2022,NA,manager892
EMP 10915,DAKSH.CHAUDHRY59,Daksh Chaudhry,Support,Consultant,HEAD OFFICE,WS-10915,dev 29082,Active,02-07-2026 02:03:10 PM,,unknown
EMP12678,AADHYA.SARAF43,Aadhya Saraf,Procurement,Director,Remote,VDR-12678,dev 88793,ACTIVE,06-24-2020 08:36:29 AM,not available,MANAGER348
10277,januja.gera68,Januja Gera,Marketing,Officer,Remote,LPT-10277,DEV75826,Deactivated,25/09/2025 03:32,12-03-2025 06:25:40 PM,manager198
EMP10988,kalpit_savant15,Kalpit Savant,Ops Team,Engineer,REMOTE,WS-10988,,Enabled,03-02-2023 08:26:50 PM,,MANAGER639
emp11697,gautami.batra90,Gautami Batra,sales team,Executive,REMOTE,VDR-11697,dev 85009,On Leave,2021-12-12T06:00:43,NA,manager724
12018,darpan.koshy47,Darpan Koshy,IT,Consultant,Warehouse,ws-12018,DEV23749,Active,06-12-2023 02:07:06 AM,,manager850
12950,idika.dhawan31,Idika Dhawan,sales team,Manager,Remote,WS-12950,,Live,14-Apr-2026 19:08:41,not available,MANAGER482
emp_10571,amol.saran73,Amol Saran,legal,Officer,regional office,,dev79964,Active,14-Dec-2022 14:44:40,NA,manager332
EMP11435,kalpit.das34,Kalpit Das,Innovation,Administrator,,,dev56550,A,,,unknown
EMP10993,bhanumati.raja48,Bhanumati Raja,Research and Development,Officer,,LPT-10993,dev 52182,Working,2024-06-20 14:18:21,not available,manager832
11497,naveen.dubey63,Naveen Dubey,Business Sales,Administrator,,ws-11497,,Enabled,31/10/2023,not available,manager681
EMP 11494,zayan.kakar93,Zayan Kakar,information tech,Consultant,DATA CENTER,VDR-11494,DEV77051,Working,1695960696,not available,manager227
emp10585,jagdish.reddy67,Jagdish Reddy,Human Resource,Administrator,data center,vdr-10585,,Live,1591818934,not available,
EMP11226,tanveer.dugar93,Tanveer Dugar,Legal Dept,Administrator,REGIONAL OFFICE,LPT-11226,dev46040,ACTIVE,22/03/2021,,manager753
EMP11748,nicholas.aggarwal55,Nicholas Aggarwal,Purchase,Specialist,Data Center,VDR-11748,DEV90583,A,10/10/2025 22:39,,  manager132  
emp11820,lipika.ramaswamy9,Lipika Ramaswamy,Ops,Consultant,BRANCH OFFICE,WS-11820,,Enabled,2020/11/10,NA,manager828
EMP11349,widisha.basak76,Widisha Basak,IT Dept,Manager,warehouse,LPT-11349.corp.local,,A,2026-04-24 10:46:03,,manager695
emp_11007,  pushti.bhatia89  ,Pushti Bhatia,CS,Administrator,Remote,VDR-11007,DEV-13046,Enabled,2020-04-10T01:40:34,,NA
EMP10674,tripti.iyengar15,Tripti Iyengar,Information Technology,Administrator,,VDR-10674,DEV87894,L,01/11/2022 11:53,2023/01/12,manager884
emp11832,chakradev.vyas39,Chakradev Vyas,RD,Director,HEAD OFFICE,VDR-11832,dev 49366,DISABLED,03-11-2022 11:12:03 AM,14/06/2023,manager964
EMP10855,manthan.peri83,Manthan Peri,Fin,Analyst,data center,LPT-10855,DEV-92352,Enabled,23/11/2024 23:27,,manager261
10447,tristan_nazareth15,Tristan Nazareth,procurement team,Trainee,Branch Office,LPT-10447,DEV77070,Enabled,2026/02/26,not available,MANAGER362
EMP11921,WARDA.BHATT30,Warda Bhatt,Finance,Administrator,regional office,VDR-11921.corp.local,dev82744,Terminated,2024-07-07T08:13:23,not available,NA
emp_11776,amrita.hayer9,Amrita Hayer,Brand Team,Administrator,REMOTE,WS-11776,dev 87913,Working,2022-08-30 14:49:16,,
EMP11723,yashica.pandey33,Yashica Pandey,SALES,Officer,Head_Office,WS-11723.corp.local,dev 11620,Live,07-16-2021 02:18:32 AM,NA,unknown
12330,yochana.pai61,Yochana Pai,LEGAL,Manager,,VDR-12330,dev70177,A,08-05-2021 08:21:25 AM,not available,manager609
EMP12757,ishita_bhatt24,Ishita Bhatt,marketing dept,Consultant,WAREHOUSE,VDR-12757,,Left,2020/09/09,,NA
EMP12457,yashawini.chawla66,Yashawini Chawla,Compliance,Analyst,,LPT-12457,DEV25501,Deactivated,2020/04/07,15/06/2021 02:12,NA
EMP12503,GAUTAM.SASTRY56,Gautam Sastry,Support,Manager,Work_From_Home,LPT-12503,DEV-85775,Enabled,2024-03-07T14:37:27,not available,unknown
12753,tejas.swamy73,Tejas Swamy,FINANCE,Trainee,REGIONAL OFFICE,,dev 21641,ACTIVE,2024-08-04T05:09:25,not available,manager706
EMP11247,riya.khare41,Riya Khare,operations dept,Director,HEAD OFFICE,VDR-11247,dev 51048,ACTIVE,2020-05-26 06:00:01,not available,manager813
emp10294,EKAVIR.NATARAJAN35,Ekavir Natarajan,Research and Development,Executive,head office,LPT-10294,,Enabled,20/07/2022 07:08,,MANAGER178
EMP10588,gaurav.kibe32,Gaurav Kibe,Finance,Trainee,head office,VDR-10588,DEV-91087,Enabled,06-17-2026 08:54:38 PM,,manager161
emp_11281,amol.talwar85,Amol Talwar,Information Technology,Analyst,REMOTE,LPT-11281,DEV55903,Resigned,,27/08/2026 17:34,manager188
emp11518,vyanjana.chopra88,Vyanjana Chopra,MKT,Specialist,,VDR-11518,,Enabled,2021-04-30T21:06:50,,  manager505  
emp12183,faris.rama22,Faris Rama,Research and Development,Executive,,LPT-12183,DEV-82756,Working,29/10/2025 11:29,,manager174
emp_12244,ekiya_andra99,Ekiya Andra,operations dept,Manager,,WS-12244.corp.local,DEV-92436,Working,2026-03-19 22:57:58,not available,manager714
emp_12982,ekavir.karan53,Ekavir Karan,Human Resources,Director,,VDR-12982,DEV-29282,A,,,manager342
EMP11582,aadi.bhasin11,Aadi Bhasin,information tech,Manager,Regional Office,ws-11582,dev 41816,Active,2021/11/18,,manager781
EMP11417,faris.agarwal50,Faris Agarwal,R&D,Consultant,REMOTE,VDR_11417,dev 51546,Live,2025-02-23 20:28:43,,NA
EMP10425,shivani.bajaj36,Shivani Bajaj,MKT,Administrator,branch office,LPT-10425,DEV-77802,Live,25/06/2020,NA,unknown
EMP10534,liam.sidhu21,Liam Sidhu,People Team,Engineer,warehouse,WS-10534,DEV54359,Disabled,22/03/2025 17:02,2025-05-02 03:23:02,manager751
11054,leela.gill21,Leela Gill,IT Support,Manager,Work From Home,LPT-11054.corp.local,DEV94462,Live,04-09-2023 03:02:38 AM,NA,manager700
EMP-12375,benjamin.sama73,Benjamin Sama,legal,Administrator,,LPT-12375,DEV29448,A,25/11/2021 05:20,not available,manager942
EMP12581,sai.sani51,Sai Sani,finance dept,Analyst,Warehouse,WS_12581,,L,2024/03/23,10/08/2025 06:05,NA
EMP-11840,triya.singh47,Triya Singh,Ops Team,Specialist,Head_Office,LPT-11840,DEV-31655,LEFT,,04-15-2025 03:52:43 AM,manager140
emp_10132,EIRAVATI.PRABHU70,Eiravati Prabhu,Mktg,Executive,,VDR-10132,dev13379,ACTIVE,18/01/2023 00:28,NA,
EMP11956,damini.loke16,Damini Loke,Customer Support,Analyst,Warehouse,lpt-11956,DEV-41600,A,1747185641,NA,MANAGER604
emp12602,anmol.solanki37,Anmol Solanki,Human Resources,Manager,Head_Office,VDR-12602,DEV-90276,Active,30/08/2021,not available,manager182
EMP10421,omya.tailor99,Omya Tailor,IT Dept,Trainee,BRANCH OFFICE,,dev32701,Live,27/01/2020 07:06,not available,MANAGER722
12740,jasmit_madan30,Jasmit Madan,RD,Manager,,VDR_12740,dev10796,A,2022-08-14T19:14:05,not available,manager275
EMP12104,  ikbal.dewan73  ,Ikbal Dewan,RnD,Consultant,DATA CENTER,ws-12104,dev91645,ACTIVE,,not available,manager897
EMP12508,yashica.kumer96,Yashica Kumer,HR,Manager,Warehouse,LPT-12508,dev 86610,Active,2022-02-11 10:26:05,,unknown
EMP11368,hardik.sundaram36,Hardik Sundaram,R&D,Trainee,Branch Office,LPT-11368,,Left,2022/03/17,,unknown
EMP 10556,laksh.bala93,Laksh Bala,Marketing,Engineer,,WS-10556,DEV-59923,A,2026/04/13,not available,manager925
12108,yug.rajan98,Yug Rajan,Human Resource,Trainee,branch office,WS-12108,dev 77669,Working,1581361092,,  manager931  
EMP10289,jonathan.narayanan92,Jonathan Narayanan,Human Resource,Manager,remote,LPT-10289.corp.local,DEV-59807,Enabled,1747998273,not available,manager498
12761,yagnesh.agrawal38,Yagnesh Agrawal,Business Sales,Director,REMOTE,,DEV50414,Enabled,1673093755,not available,  manager882  
10570,  lila.rajagopalan71  ,Lila Rajagopalan,R&D,Executive,Regional_Office,VDR-10570,dev33204,A,11-19-2023 10:20:41 AM,NA,manager751
EMP10352,anya.bahl99,Anya Bahl,information tech,Consultant,Work From Home,WS-10352,dev45649,ACTIVE,2022-03-27 22:56:48,not available,manager690
EMP10091,aishani.parmer57,Aishani Parmer,Human Resource,Trainee,,WS-10091,dev 62757,Terminated,,2026-02-12T22:44:37,manager140
EMP 12189,,Neel Shankar,Operations,Administrator,Remote,WS-12189,,Deactivated,15-Oct-2021 06:34:13,2024-11-11T19:47:19,manager586
EMP12611,zaid.mangat27,Zaid Mangat,marketing dept,Trainee,Work From Home,LPT-12611.corp.local,dev41549,Live,13/11/2025,not available,manager201
EMP11170,UPASNA.KURUVILLA64,Upasna Kuruvilla,Call Center,Officer,WORK FROM HOME,LPT-11170,,Live,30-Jan-2026 04:22:39,NA,manager691
EMP11588,ati.choudhury94,Ati Choudhury,R&D,Administrator,Remote,VDR-11588,dev55095,ACTIVE,,,manager902
11285,azad.joshi75,Azad Joshi,Accounts,Engineer,Remote,,DEV64566,Active,24/07/2022 08:49,NA,  manager404  
EMP 11813,aarush.krishna22,Aarush Krishna,Customer Support,Trainee,Branch Office,LPT-11813,,Live,02-15-2023 06:52:49 PM,,
emp11565,aadi.arya44,Aadi Arya,customer care,Administrator,HEAD OFFICE,WS-11565,dev 65904,Working,15/08/2024,not available,manager332
EMP-11543,aarini.chandran27,Aarini Chandran,legal,Analyst,data center,ws-11543,DEV-62321,A,07-23-2026 08:42:50 AM,NA,manager934
EMP11576,timothy.maharaj40,Timothy Maharaj,Support,Manager,,VDR-11576,dev88439,A,2025-08-13 20:35:28,not available,manager941
EMP-10697,omisha.suri10,Omisha Suri,IT Support,Executive,regional office,WS-10697,dev 96235,Working,2021-02-25 20:10:24,not available,  manager757  
EMP12583,pallavi_dhingra3,Pallavi Dhingra,IT,Administrator,head office,LPT-12583,,Working,07-25-2026 05:53:07 AM,not available,
EMP10348,nirja.wable20,Nirja Wable,Customer Support,Consultant,Data_Center,VDR-10348,DEV-93138,Enabled,2025-07-11T23:32:50,not available,manager167
EMP12008,neel.balay38,Neel Balay,customer care,Analyst,Work From Home,LPT-12008,dev 66512,Enabled,06-13-2020 08:31:08 AM,not available,manager309
EMP12418,warda.dua80,Warda Dua,marketing dept,Executive,HEAD OFFICE,WS-12418,dev59411,ACTIVE,22/08/2025 15:09,NA,manager626
emp_12505,radhika.bath93,Radhika Bath,Procurement,Executive,Work_From_Home,LPT-12505,DEV-68365,ACTIVE,1590451676,NA,manager251
EMP12236,faris.garde11,Faris Garde,Business Sales,Manager,Head_Office,WS_12236,DEV-53553,Working,28/12/2022 23:44,NA,NA
EMP-11137,shivani.deol7,Shivani Deol,Ops,Engineer,REMOTE,WS-11137,dev 46721,LEFT,2020-11-09 01:20:12,01/01/2023 19:25,NA
EMP12043,WAKEETA.NIGAM43,Wakeeta Nigam,Purchase,Engineer,Remote,LPT-12043.corp.local,DEV21273,D,2021-10-15T00:35:38,07-16-2022 01:48:12 AM,manager564
EMP12752,  balendra.chander68  ,Balendra Chander,Operations,Analyst,Regional Office,LPT-12752,,A,,NA,manager447
EMP12921,kashvi.vala58,Kashvi Vala,procurement team,Trainee,warehouse,LPT-12921,dev 28628,Active,2022-07-28T23:59:54,not available,NA
emp12905,zayan.narayan72,Zayan Narayan,Purchase,Administrator,REMOTE,VDR-12905,DEV89760,Live,2025-05-02T14:29:26,,manager514
EMP11339,  mitesh.koshy47  ,Mitesh Koshy,Mktg,Administrator,WORK FROM HOME,VDR-11339,dev 89691,Live,08-11-2022 11:45:40 AM,NA,manager428
12566,,Upadhriti Wason,Innovation,Executive,Work_From_Home,lpt-12566,DEV57091,LEFT,05/01/2020 15:06,NA,unknown
10453,PRANIT.SASTRY21,Pranit Sastry,People Team,Director,Warehouse,WS-10453,DEV-84572,Enabled,2021-07-17 03:46:00,NA,manager897
EMP-10913,tanay.bains1,Tanay Bains,sales dept,Trainee,Remote,WS-10913,,Active,2022-04-06T11:33:47,,  manager872  
emp_11199,ikshita.mital60,Ikshita Mital,People Team,Manager,,VDR-11199,dev24201,LEFT,18/05/2023,2024/03/23,manager166
11274,,Balhaar Vaidya,IT,Executive,DATA CENTER,LPT_11274,DEV96424,On Leave,14-Jan-2023 18:20:43,,manager350
EMP12845,gaurika.tandon2,Gaurika Tandon,RD,Consultant,work from home,WS-12845.corp.local,DEV21023,Enabled,2022-04-14 21:53:12,,  manager229  
EMP10037,BHAVANI.KARAN34,Bhavani Karan,Customer Support,Trainee,,LPT-10037,dev 22097,ACTIVE,2022-05-09 14:46:23,NA,  manager441  
EMP10974,LAKSH.DANI30,Laksh Dani,Purchase,Specialist,HEAD OFFICE,,DEV60321,Enabled,2023-08-23T01:52:39,NA,
EMP12854,vaishnavi.wali56,Vaishnavi Wali,finance dept,Analyst,,lpt-12854,dev 42127,Live,16/08/2021 03:18,not available,unknown
EMP10983,  meghana.mani6  ,Meghana Mani,Research and Development,Engineer,head office,VDR-10983,dev 39232,Active,2023-12-20 11:30:06,NA,manager344
EMP 12938,ojasvi_gade59,Ojasvi Gade,People Team,Specialist,,WS-12938,DEV-64458,A,30/08/2020,,manager420
EMP12516,  dakshesh.agate15  ,Dakshesh Agate,Human Resource,Director,REMOTE,LPT-12516,DEV-61496,Leave,20/03/2025,NA,manager237
EMP11418,,Yutika Doctor,Marketing,Executive,Work From Home,WS-11418,DEV83464,Working,29-Nov-2025 14:23:39,,
EMP11284,charvi.dyal13,Charvi Dyal,marketing dept,Administrator,warehouse,WS-11284,DEV32715,Active,,,NA
11752,nachiket.singh59,Nachiket Singh,Legal Dept,Consultant,branch office,VDR_11752,dev71509,Enabled,08-20-2022 01:22:28 PM,,manager820
EMP10039,JANYA.TELLA10,Janya Tella,FINANCE,Officer,Head_Office,WS-10039,dev86350,Active,2023/08/28,NA,manager415
EMP-11486,  ethan.mukherjee77  ,Ethan Mukherjee,Purchase,Director,head office,,dev 89929,Enabled,03/11/2024,,manager800
emp_12003,nitara.bhargava30,Nitara Bhargava,HR,Executive,remote,WS-12003,,Live,,not available,manager657
EMP10169,anirudh.rai28,Anirudh Rai,Ops,Trainee,BRANCH OFFICE,LPT-10169.corp.local,dev28030,Enabled,07-Jul-2022 23:51:26,not available,
EMP11355,finn.bahl84,Finn Bahl,R&D,Specialist,Branch Office,WS-11355,dev 64899,Live,01-24-2021 05:38:51 AM,NA,NA
EMP10737,ayaan.mangat29,Ayaan Mangat,Human Resource,Engineer,DATA CENTER,ws-10737,dev98918,Working,10/01/2021 07:40,,NA
EMP11656,  qabil.sastry23  ,Qabil Sastry,MKT,Specialist,WORK FROM HOME,LPT-11656,dev 94048,Live,06-Sep-2021 13:45:51,NA,  manager424  
EMP12782,harsh.patla58,Harsh Patla,PURCH,Director,DATA CENTER,LPT-12782,DEV78969,Enabled,01/11/2022 05:36,not available,unknown
EMP11564,ikbal.bumb44,Ikbal Bumb,Operations,Executive,remote,,DEV73878,A,2023-11-18 17:23:14,NA,manager784
EMP12223,nidra.bhagat91,Nidra Bhagat,PURCH,Analyst,regional office,LPT-12223,DEV-18305,ACTIVE,1636773760,,
EMP10634,utkarsh.murty19,Utkarsh Murty,procurement team,Executive,Remote,LPT-10634,DEV-83051,Enabled,,NA,MANAGER425
EMP12925,isha.gokhale21,Isha Gokhale,Purchase,Executive,regional office,WS-12925,,Working,07/05/2023 13:41,,unknown
EMP12042,nikita.gala74,Nikita Gala,Human Resource,Manager,Data Center,vdr-12042,,Working,2021-09-10T17:32:15,not available,manager821
EMP11290,ati.patla67,Ati Patla,Innovation,Analyst,Head Office,,DEV45412,DISABLED,12-Jul-2025 02:33:39,2025-09-25 18:12:39,NA
EMP11380,chakrika.sehgal29,Chakrika Sehgal,hr dept,Administrator,Data_Center,WS-11380,DEV52650,A,08-13-2023 12:15:06 AM,NA,manager575
EMP10579,ekta.edwin69,Ekta Edwin,information tech,Executive,Head_Office,WS-10579.corp.local,DEV-45283,ACTIVE,1695523368,not available,manager338
EMP10328,radha.sidhu98,Radha Sidhu,Legal,Trainee,BRANCH OFFICE,VDR-10328,dev 92890,A,10/07/2023 22:51,,manager177
EMP12732,zehaan.dar65,Zehaan Dar,Compliance,Consultant,branch office,,dev53186,Enabled,25-May-2020 01:31:15,,manager869
EMP10892,,Vasana Behl,HR,Director,Warehouse,LPT-10892,DEV10766,ACTIVE,2020-02-11T08:03:46,NA,manager588
emp_12178,  orinder.gera82  ,Orinder Gera,Fin,Consultant,REMOTE,,DEV32915,Enabled,18/01/2021 09:48,not available,manager811
EMP10780,vrinda.guha94,Vrinda Guha,Innovation,Analyst,,VDR-10780,DEV82215,A,2020-03-18T00:53:36,,MANAGER961
EMP 10159,dayita_kant42,Dayita Kant,Ops Team,Executive,Data_Center,LPT-10159,dev71462,Live,29-Jul-2022 19:55:41,not available,unknown
EMP-11651,ethan.bhattacharyya54,Ethan Bhattacharyya,Legal Dept,Trainee,Regional_Office,WS-11651,DEV68181,Leave,,,manager433
EMP11807,waida.rai24,Waida Rai,Business Sales,Analyst,,LPT-11807,,ACTIVE,03-05-2020 08:50:34 AM,not available,manager158
12396,tanay.dani38,Tanay Dani,IT,Consultant,Head Office,WS-12396,dev 64209,LEFT,2022-03-15 12:13:37,2026-02-19 15:56:31,manager204
EMP 10061,bahadurjit.mishra54,Bahadurjit Mishra,CS,Officer,Work_From_Home,VDR-10061,dev 38906,ACTIVE,04-27-2022 11:31:55 PM,,manager129
EMP-10849,WIDISHA.KONDA86,Widisha Konda,Sales,Administrator,,ws-10849,DEV-50536,Enabled,16/12/2025 17:46,not available,manager931
EMP12196,vedika_loke72,Vedika Loke,sales dept,Specialist,data center,LPT-12196,DEV-78349,A,2024-10-30T18:07:55,not available,
emp_12978,ria.thakkar89,Ria Thakkar,legal,Executive,WORK FROM HOME,VDR-12978,DEV-85574,A,11-19-2022 11:55:37 AM,,manager257
EMP11716,samaksh.buch64,Samaksh Buch,IT,Director,WAREHOUSE,,dev15259,A,2020-04-21 20:46:16,,manager696
EMP11043,tripti.johal40,Tripti Johal,finance dept,Engineer,Branch_Office,,DEV-33125,A,1659199776,NA,manager559
EMP12930,harsh.lall96,Harsh Lall,PURCH,Consultant,Warehouse,WS-12930,dev 95236,ACTIVE,2025-05-02 08:49:36,NA,manager858
EMP11544,gautam.thakur16,Gautam Thakur,hr dept,Executive,,VDR-11544.corp.local,dev77698,ACTIVE,1780936772,NA,manager600
EMP-12816,umang.sidhu48,Umang Sidhu,Information Technology,Executive,REGIONAL OFFICE,VDR-12816,dev94026,Enabled,2025-05-21T13:19:46,NA,manager957
EMP11726,leena.virk4,Leena Virk,Purchase,Analyst,Work From Home,LPT_11726,dev45944,LEFT,2022-07-31 18:36:53,2025/09/05,manager263
11070,  megha.arya94  ,Megha Arya,legal,Administrator,,LPT-11070,DEV28764,Terminated,11/11/2024,2026-05-22T11:01:13,manager230
EMP10053,  yashodhara.arora79  ,Yashodhara Arora,People Team,Trainee,data center,vdr-10053,,Working,,NA,  manager509  
12517,  nakul.dave66  ,Nakul Dave,Sales,Trainee,data center,,DEV69891,ACTIVE,07-May-2021 03:45:10,not available,MANAGER531
EMP-10258,QASIM.MITTAL91,Qasim Mittal,IT Dept,Engineer,,LPT-10258,dev 62725,Working,08-03-2024 11:24:30 PM,NA,manager984
emp10505,agastya.pai92,Agastya Pai,Legal,Administrator,,WS-10505,,A,2022/10/27,NA,
emp10752,samuel.sarkar48,Samuel Sarkar,Finance,Trainee,Regional_Office,lpt-10752,DEV-92840,A,1650232374,,manager230
EMP 12084,vasudha.tata96,Vasudha Tata,Ops,Analyst,Head_Office,WS-12084,dev 36062,ACTIVE,24/07/2025 03:29,,NA
emp10217,  balvan.shere52  ,Balvan Shere,IT,Specialist,Warehouse,LPT-10217,,Active,,,manager561
EMP-10824,atharv.keer85,Atharv Keer,Support,Officer,,,dev 72378,Active,30/04/2021 15:23,NA,manager500
EMP11623,edhitha.khatri73,Edhitha Khatri,PURCH,Officer,WAREHOUSE,WS-11623,dev81615,Live,2022/05/27,,manager558
EMP11330,  vyanjana.chawla67  ,Vyanjana Chawla,sales team,Administrator,Regional_Office,VDR-11330,,Working,2026-03-02T05:15:48,not available,unknown
EMP12345,edhitha.dugal87,Edhitha Dugal,Operations,Consultant,Data_Center,WS-12345,,Live,,NA,manager838
EMP11389,aadhya.uppal43,Aadhya Uppal,Legal Dept,Engineer,Warehouse,vdr-11389,DEV42598,Resigned,22/04/2020 01:56,14/10/2024 00:45,manager507
EMP12579,balveer.nair93,Balveer Nair,Information Technology,Executive,Regional Office,VDR-12579,dev 22006,ACTIVE,17/04/2021 21:25,not available,unknown
EMP-11266,barkha.sahota45,Barkha Sahota,Brand Team,Specialist,,VDR-11266,DEV10407,Live,04-12-2024 12:18:19 PM,,
12540,kashvi_gulati39,Kashvi Gulati,Fin,Executive,remote,LPT-12540,dev44736,Disabled,2025/11/25,2026-02-16 23:12:36,MANAGER202
EMP11822,chatresh.cheema43,Chatresh Cheema,PURCH,Trainee,Remote,VDR-11822,,Live,2020-06-07 04:35:53,not available,NA
EMP11598,megha_shetty89,Megha Shetty,Business Sales,Engineer,Branch_Office,WS-11598,,Disabled,2021-03-27T16:04:21,04-23-2023 06:11:06 PM,unknown
emp11607,shivansh.chaudhry63,Shivansh Chaudhry,Legal Dept,Executive,,LPT-11607,dev 96743,Enabled,,,manager411
EMP-11747,darpan.sibal55,Darpan Sibal,OPERATIONS,Director,head office,VDR-11747,DEV-88323,A,19/04/2023,NA,manager411
10771,wriddhish.sachar57,Wriddhish Sachar,IT,Administrator,Branch Office,LPT-10771.corp.local,dev 12888,Exited,2021-12-22T19:38:09,2026-05-25T05:20:50,manager521
emp12887,gautam.ganguly1,Gautam Ganguly,Finance,Specialist,Remote,ws-12887,dev29285,Live,17/05/2020 14:52,NA,
EMP-11871,vedant.kar97,Vedant Kar,Ops,Analyst,remote,WS-11871,dev 66675,Enabled,11/05/2024 00:47,,
EMP11817,brinda.iyer33,Brinda Iyer,RD,Director,,vdr-11817,dev70975,Working,27/09/2021 22:58,NA,manager525
EMP11085,finn.kurian25,Finn Kurian,Support,Director,head office,LPT_11085,dev 52391,Active,2024-12-08T04:32:37,NA,NA
EMP11830,  atharv.peri95  ,Atharv Peri,Ops Team,Consultant,warehouse,LPT-11830,dev97523,ACTIVE,2026-02-04 06:53:30,,manager798
EMP-10144,yashica_rao48,Yashica Rao,Human Resources,Administrator,WAREHOUSE,LPT-10144,,Deactivated,,1784063134,manager773
EMP 11325,  vaishnavi.barad69  ,Vaishnavi Barad,Purchase,Analyst,WORK FROM HOME,LPT-11325,DEV42757,D,08-26-2020 12:34:51 AM,2024-05-19 13:40:40,manager144
12186,  yashvi.vasa30  ,Yashvi Vasa,Operations,Officer,,,dev 44965,Active,1639425894,NA,MANAGER335
EMP12875,darika_wali54,Darika Wali,Call Center,Executive,Remote,,,ACTIVE,12/07/2023 12:00,,  manager361  
EMP11825,dipta.bala82,Dipta Bala,Brand Team,Executive,Branch_Office,LPT-11825.corp.local,dev22214,Enabled,06/05/2022,,manager142
EMP11754,girindra.uppal4,Girindra Uppal,Customer Support,Trainee,HEAD OFFICE,VDR-11754,DEV33754,Live,2025-12-05 21:51:31,NA,manager920
emp12001,naksh.virk96,Naksh Virk,Research and Development,Trainee,DATA CENTER,LPT-12001.corp.local,,Live,2025-02-12 17:19:32,,manager896
EMP11789,,Hiral Devi,OPERATIONS,Engineer,Branch_Office,LPT-11789,dev 82575,ACTIVE,1782478898,not available,manager925
EMP11987,madhav.samra18,Madhav Samra,Support,Analyst,WORK FROM HOME,ws-11987,,Terminated,2023-06-19T23:19:39,not available,
EMP12662,charles.padmanabhan1,Charles Padmanabhan,CS,Engineer,WAREHOUSE,LPT-12662,DEV-62127,Active,07/10/2022 00:56,,manager260
11163,chameli.srinivas29,Chameli Srinivas,Compliance,Manager,,LPT-11163,dev 24435,Enabled,,NA,manager730
EMP10963,yash_boase95,Yash Boase,Supply Chain,Specialist,Warehouse,LPT-10963.corp.local,DEV-18566,Working,06/05/2026,NA,manager365
EMP12988,zinal.munshi37,Zinal Munshi,legal,Engineer,warehouse,WS-12988,DEV-67936,ACTIVE,2022-10-01T12:05:36,,  manager958  
EMP11771,gopal.walia83,Gopal Walia,Finance,Engineer,WAREHOUSE,VDR-11771,DEV-47699,Live,2020-08-21 04:32:13,NA,manager131
10398,lila.mall81,Lila Mall,procurement team,Trainee,Branch_Office,LPT-10398,,A,2025/06/05,NA,manager183
EMP 10584,rishi.suresh27,Rishi Suresh,Innovation,Director,Regional_Office,WS-10584,DEV-52344,Live,12/03/2026 13:17,NA,  manager662  
EMP10948,  yamini.dubey62  ,Yamini Dubey,information tech,Director,Regional_Office,LPT-10948,DEV-12440,Live,26/12/2024 04:12,NA,manager352
10704,pavani.wali74,Pavani Wali,Operations,Director,Remote,WS-10704,dev 47907,ACTIVE,,not available,NA
EMP10431,girik.salvi82,Girik Salvi,Purchase,Specialist,Warehouse,LPT-10431,DEV-71894,Left,2024-04-03T22:17:52,2025/11/17,
